Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 15.81      3.45     3.45 396526184     0.00     0.00  operator-(b2Vec2 const&, b2Vec2 const&)
[110]    0.0    0.01    0.00                 b2PolygonShape::operator=(b2PolygonShape const&) [110]
-----------------------------------------------
                                                 <spontaneous>
[111]    0.0    0.01    0.00                 b2BlockAllocator::~b2BlockAllocator() [111]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.0    0.01    0.00                 cs296::base_sim_t::mouse_move(b2Vec2 const&) [112]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.0    0.01    0.00                 b2Body::GetNext() [113]
-----------------------------------------------
                                                 <spontaneous>
[114]    0.0    0.01    0.00                 b2Shape::operator=(b2Shape const&) [114]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.0    0.01    0.00                 b2Fixture::GetNext() [115]
-----------------------------------------------
                                                 <spontaneous>
[116]    0.0    0.01    0.00                 b2BroadPhase::TestOverlap(int, int) const [116]
-----------------------------------------------
                                                 <spontaneous>
[117]    0.0    0.01    0.00                 b2Body::GetWorldPoint(b2Vec2 const&) const [117]
-----------------------------------------------
                                                 <spontaneous>
[118]    0.0    0.01    0.00                 b2Body::IsBullet() const [118]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.0    0.01    0.00                 b2Timer::GetMilliseconds() const [119]
-----------------------------------------------
                                                 <spontaneous>
[120]    0.0    0.01    0.00                 b2Contact::IsEnabled() const [120]
-----------------------------------------------
                                                 <spontaneous>
[121]    0.0    0.01    0.00                 void std::__iter_swap<true>::iter_swap<b2Pair*, b2Pair*>(b2Pair*, b2Pair*) [121]
-----------------------------------------------
                                                 <spontaneous>
[122]    0.0    0.01    0.00                 void std::__insertion_sort<b2Pair*, bool (*)(b2Pair const&, b2Pair const&)>(b2Pair*, b2Pair*, bool (*)(b2Pair const&, b2Pair const&)) [122]
-----------------------------------------------
                                                 <spontaneous>
[123]    0.0    0.01    0.00                 void std::__unguarded_linear_insert<b2Pair*, bool (*)(b2Pair const&, b2Pair const&)>(b2Pair*, bool (*)(b2Pair const&, b2Pair const&)) [123]
-----------------------------------------------
                                                 <spontaneous>
[124]    0.0    0.01    0.00                 operator new(unsigned long, void*) [124]
-----------------------------------------------
                0.00    0.00      66/4000170     cs296::dominos_t::dominos_t() [128]
                0.00    0.00 2000000/4000170     cs296::dominos_t::check() [28]
                0.00    0.01 2000104/4000170     b2Fixture::Destroy(b2BlockAllocator*) [70]
[125]    0.0    0.00    0.01 4000170         b2PolygonShape::~b2PolygonShape() [125]
                0.01    0.00 4000170/4000176     b2Shape::~b2Shape() [104]
-----------------------------------------------
                0.00    0.00       1/3           main [26]
                0.00    0.01       2/3           cs296::dominos_t::dominos_t() [128]
[126]    0.0    0.00    0.01       3         cs296::base_sim_t::base_sim_t() [126]
                0.01    0.00       3/4           b2ContactListener::b2ContactListener() [106]
                0.00    0.00    6144/6144        cs296::contact_point_t::contact_point_t() [170]
                0.00    0.00       3/137         b2BodyDef::b2BodyDef() [186]
                0.00    0.00       3/44106951     b2AABB::b2AABB() [39]
                0.00    0.00       3/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00       3/3           debug_draw_t::debug_draw_t() [223]
-----------------------------------------------
                0.00    0.00      38/2000118     cs296::dominos_t::dominos_t() [128]
                0.00    0.00      80/2000118     b2Body::CreateFixture(b2Shape const*, float) [192]
                0.00    0.01 2000000/2000118     cs296::dominos_t::check() [28]
[127]    0.0    0.00    0.01 2000118         b2FixtureDef::b2FixtureDef() [127]
                0.01    0.00 2000118/4000330     b2Filter::b2Filter() [99]
-----------------------------------------------
                0.00    0.00       1/2           __static_initialization_and_destruction_0(int, int) [132]
                0.00    0.00       1/2           cs296::dominos_t::create() [133]
[128]    0.0    0.00    0.01       2         cs296::dominos_t::dominos_t() [128]
                0.00    0.01       2/3           cs296::base_sim_t::base_sim_t() [126]
                0.00    0.00      66/4000274     b2PolygonShape::b2PolygonShape() [46]
                0.00    0.00     298/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00      92/137         b2BodyDef::b2BodyDef() [186]
                0.00    0.00      40/40          b2PrismaticJointDef::b2PrismaticJointDef() [194]
                0.00    0.00      88/686024043     b2Vec2::b2Vec2(float, float) [6]
                0.00    0.00      66/4000170     b2PolygonShape::~b2PolygonShape() [125]
                0.00    0.00      38/2000118     b2FixtureDef::b2FixtureDef() [127]
                0.00    0.00       4/6           b2CircleShape::~b2CircleShape() [197]
                0.00    0.00       4/8           b2CircleShape::b2CircleShape() [198]
                0.00    0.00       6/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00      84/6400084     b2Body::GetPosition() const [209]
-----------------------------------------------
                                                 <spontaneous>
[129]    0.0    0.01    0.00                 b2Body::ApplyLinearImpulse(b2Vec2 const&, b2Vec2 const&, bool) [129]
-----------------------------------------------
                                                 <spontaneous>
[130]    0.0    0.01    0.00                 b2Body::Advance(float) [130]
-----------------------------------------------
                                                 <spontaneous>
[131]    0.0    0.00    0.00                 b2ContactFilter::ShouldCollide(b2Fixture*, b2Fixture*) [131]
                0.00    0.00 1200142/3200142     b2Fixture::GetFilterData() const [105]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [132]
                0.00    0.00       1/1           __libc_csu_init [41]
[132]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [132]
                0.00    0.00       1/2           cs296::dominos_t::dominos_t() [128]
                                   1             __static_initialization_and_destruction_0(int, int) [132]
-----------------------------------------------
                0.00    0.00       1/1           main [26]
[133]    0.0    0.00    0.00       1         cs296::dominos_t::create() [133]
                0.00    0.00       1/2           cs296::dominos_t::dominos_t() [128]
-----------------------------------------------
                                                 <spontaneous>
[134]    0.0    0.00    0.00                 __static_initialization_and_destruction_0(int, int) [134]
                0.00    0.00       1/4           b2ContactListener::b2ContactListener() [106]
-----------------------------------------------
                                                 <spontaneous>
[135]    0.0    0.00    0.00                 b2ContactSolver::SolveVelocityConstraints() [135]
                0.00    0.00   25920/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00   17280/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00   17280/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00    8640/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    8640/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00    8640/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
                0.00    0.00    4320/170454926     float b2Max<float>(float, float) [24]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.0    0.00    0.00                 b2FindMaxSeparation(int*, b2PolygonShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [136]
                0.00    0.00   32640/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00   32640/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[137]    0.0    0.00    0.00                 b2PrismaticJoint::SolveVelocityConstraints(b2SolverData const&) [137]
                0.00    0.00   28800/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    9600/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    9600/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00    9600/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
                0.00    0.00    4800/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[138]    0.0    0.00    0.00                 b2Mul(b2Rot const&, b2Vec2 const&) [138]
                0.00    0.00  232668/686024043     b2Vec2::b2Vec2(float, float) [6]
-----------------------------------------------
                                                 <spontaneous>
[139]    0.0    0.00    0.00                 b2Island::Solve(b2Profile*, b2TimeStep const&, b2Vec2 const&, bool) [139]
                0.00    0.00      51/1717        b2Body::SetAwake(bool) [101]
                0.00    0.00    7470/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    3060/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00    1470/2001472     b2Vec2::operator*=(float) [76]
                0.00    0.00    1470/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    3000/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
                0.00    0.00    1530/169652296     float b2Min<float>(float, float) [18]
-----------------------------------------------
                                                 <spontaneous>
[140]    0.0    0.00    0.00                 b2DistanceProxy::GetSupport(b2Vec2 const&) const [140]
                0.00    0.00   33408/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[141]    0.0    0.00    0.00                 b2ContactSolver::SolvePositionConstraints() [141]
                0.00    0.00    8064/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    6048/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    8064/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00    2016/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
                0.00    0.00    2016/169652296     float b2Min<float>(float, float) [18]
-----------------------------------------------
                                                 <spontaneous>
[142]    0.0    0.00    0.00                 b2Simplex::Solve3() [142]
                0.00    0.00   11136/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00    7424/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00    5568/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[143]    0.0    0.00    0.00                 b2Contact::Update(b2ContactListener*) [143]
                0.00    0.00      36/1717        b2Body::SetAwake(bool) [101]
                0.00    0.00    3000/25204430     b2Fixture::GetBody() [52]
                0.00    0.00    3000/12703000     b2Body::GetTransform() const [103]
                0.00    0.00     540/540         b2ContactListener::PreSolve(b2Contact*, b2Manifold const*) [219]
                0.00    0.00      18/18          b2ContactListener::BeginContact(b2Contact*) [222]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.0    0.00    0.00                 b2Sweep::GetTransform(b2Transform*, float) const [144]
                0.00    0.00   11136/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    5568/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
-----------------------------------------------
                                                 <spontaneous>
[145]    0.0    0.00    0.00                 b2ContactSolver::InitializeVelocityConstraints() [145]
                0.00    0.00    5400/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    6480/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00    1080/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    1080/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00     540/540         b2WorldManifold::b2WorldManifold() [185]
                0.00    0.00     540/1620        b2Contact::GetManifold() [218]
-----------------------------------------------
                                                 <spontaneous>
[146]    0.0    0.00    0.00                 b2PrismaticJoint::SolvePositionConstraints(b2SolverData const&) [146]
                0.00    0.00    2400/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    2400/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    2400/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    2400/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00    1200/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00    1200/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00     600/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
                0.00    0.00     600/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[147]    0.0    0.00    0.00                 b2WorldManifold::Initialize(b2Manifold const*, b2Transform const&, float, b2Transform const&, float) [147]
                0.00    0.00    3240/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    3240/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    2160/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    2160/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[148]    0.0    0.00    0.00                 b2PrismaticJoint::InitVelocityConstraints(b2SolverData const&) [148]
                0.00    0.00    2400/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    2400/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00    2400/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    2400/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00     600/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00     600/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.00    0.00                 b2Simplex::GetClosestPoint() const [149]
                0.00    0.00    5568/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    2784/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
-----------------------------------------------
                                                 <spontaneous>
[150]    0.0    0.00    0.00                 b2Simplex::GetWitnessPoints(b2Vec2*, b2Vec2*) const [150]
                0.00    0.00    3712/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    1856/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
-----------------------------------------------
                                                 <spontaneous>
[151]    0.0    0.00    0.00                 b2Vec2::operator-() const [151]
                0.00    0.00   14756/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00   14756/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[152]    0.0    0.00    0.00                 b2Simplex::GetSearchDirection() const [152]
                0.00    0.00    2784/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    2784/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
-----------------------------------------------
                                                 <spontaneous>
[153]    0.0    0.00    0.00                 b2SeparationFunction::Initialize(b2SimplexCache const*, b2DistanceProxy const*, b2Sweep const&, b2DistanceProxy const*, b2Sweep const&, float) [153]
                0.00    0.00    1856/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00     928/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00     928/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00     928/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[154]    0.0    0.00    0.00                 b2CollidePolygons(b2Manifold*, b2PolygonShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [154]
                0.00    0.00    2700/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00     540/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00     540/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00     540/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[155]    0.0    0.00    0.00                 float b2Clamp<float>(float, float, float) [155]
                0.00    0.00   11136/169652296     float b2Min<float>(float, float) [18]
                0.00    0.00   11136/170454926     float b2Max<float>(float, float) [24]
-----------------------------------------------
                                                 <spontaneous>
[156]    0.0    0.00    0.00                 b2ContactSolver::WarmStart() [156]
                0.00    0.00    2160/14700328     operator*(float, b2Vec2 const&) [32]
                0.00    0.00    1080/30047928     b2Cross(b2Vec2 const&, b2Vec2 const&) [25]
                0.00    0.00     540/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00     540/10025002     b2Vec2::operator+=(b2Vec2 const&) [56]
-----------------------------------------------
                                                 <spontaneous>
[157]    0.0    0.00    0.00                 b2Distance(b2DistanceOutput*, b2SimplexCache*, b2DistanceInput const*) [157]
                0.00    0.00    3712/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    3712/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[158]    0.0    0.00    0.00                 b2PositionSolverManifold::Initialize(b2ContactPositionConstraint*, b2Transform const&, b2Transform const&, int) [158]
                0.00    0.00    2016/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    2016/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[159]    0.0    0.00    0.00                 b2Fixture::Synchronize(b2BroadPhase*, b2Transform const&, b2Transform const&) [159]
                0.00    0.00    2040/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00    4080/44106951     b2AABB::b2AABB() [39]
-----------------------------------------------
                                                 <spontaneous>
[160]    0.0    0.00    0.00                 b2Simplex::Solve2() [160]
                0.00    0.00    1856/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
                0.00    0.00     928/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[161]    0.0    0.00    0.00                 b2MulT(b2Transform const&, b2Transform const&) [161]
                0.00    0.00    2040/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[162]    0.0    0.00    0.00                 b2ClipSegmentToLine(b2ClipVertex*, b2ClipVertex const*, b2Vec2 const&, float, int) [162]
                0.00    0.00    2160/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[163]    0.0    0.00    0.00                 b2FindIncidentEdge(b2ClipVertex*, b2PolygonShape const*, b2Transform const&, int, b2PolygonShape const*, b2Transform const&) [163]
                0.00    0.00    2160/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[164]    0.0    0.00    0.00                 b2Distance(b2Vec2 const&, b2Vec2 const&) [164]
                0.00    0.00    1856/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[165]    0.0    0.00    0.00                 b2SeparationFunction::FindMinSeparation(int*, int*, float) const [165]
                0.00    0.00     928/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
                0.00    0.00     928/12116278     b2Dot(b2Vec2 const&, b2Vec2 const&) [40]
-----------------------------------------------
                                                 <spontaneous>
[166]    0.0    0.00    0.00                 b2Body::SynchronizeFixtures() [166]
                0.00    0.00    1530/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[167]    0.0    0.00    0.00                 b2Body::SynchronizeTransform() [167]
                0.00    0.00    1530/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                                                 <spontaneous>
[168]    0.0    0.00    0.00                 b2Transform::b2Transform() [168]
                0.00    0.00   17449/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[169]    0.0    0.00    0.00                 b2Simplex::ReadCache(b2SimplexCache const*, b2DistanceProxy const*, b2Transform const&, b2DistanceProxy const*, b2Transform const&) [169]
                0.00    0.00     928/396526184     operator-(b2Vec2 const&, b2Vec2 const&) [2]
-----------------------------------------------
                0.00    0.00    6144/6144        cs296::base_sim_t::base_sim_t() [126]
[170]    0.0    0.00    0.00    6144         cs296::contact_point_t::contact_point_t() [170]
                0.00    0.00   12288/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[171]    0.0    0.00    0.00                 b2Sweep::b2Sweep() [171]
                0.00    0.00   11661/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[172]    0.0    0.00    0.00                 b2ContactSolver::b2ContactSolver(b2ContactSolverDef*) [172]
                0.00    0.00    1080/25204430     b2Fixture::GetBody() [52]
                0.00    0.00    1080/10605936     b2Fixture::GetShape() [97]
                0.00    0.00    2160/14703094     b2Vec2::SetZero() [102]
                0.00    0.00     540/1620        b2Contact::GetManifold() [218]
-----------------------------------------------
                                                 <spontaneous>
[173]    0.0    0.00    0.00                 b2SimplexVertex::b2SimplexVertex() [173]
                0.00    0.00    8352/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[174]    0.0    0.00    0.00                 b2PolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [174]
                0.00    0.00    3000/10605936     b2Fixture::GetShape() [97]
-----------------------------------------------
                                                 <spontaneous>
[175]    0.0    0.00    0.00                 b2DistanceProxy::b2DistanceProxy() [175]
                0.00    0.00    7424/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[176]    0.0    0.00    0.00                 b2Mat33::Solve22(b2Vec2 const&) const [176]
                0.00    0.00    4800/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[177]    0.0    0.00    0.00                 b2TimeOfImpact(b2TOIOutput*, b2TOIInput const*) [177]
                0.00    0.00    1856/170454926     float b2Max<float>(float, float) [24]
-----------------------------------------------
                                                 <spontaneous>
[178]    0.0    0.00    0.00                 b2PositionSolverManifold::b2PositionSolverManifold() [178]
                0.00    0.00    4032/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[179]    0.0    0.00    0.00                 b2ClipVertex::b2ClipVertex() [179]
                0.00    0.00    3240/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[180]    0.0    0.00    0.00                 b2MulT(b2Transform const&, b2Vec2 const&) [180]
                0.00    0.00    1080/686024043     b2Vec2::b2Vec2(float, float) [6]
-----------------------------------------------
                                                 <spontaneous>
[181]    0.0    0.00    0.00                 b2CircleShape::ComputeAABB(b2AABB*, b2Transform const&, int) const [181]
                0.00    0.00     124/26634802     operator+(b2Vec2 const&, b2Vec2 const&) [23]
                0.00    0.00     248/10017842     b2Vec2::Set(float, float) [74]
-----------------------------------------------
                                                 <spontaneous>
[182]    0.0    0.00    0.00                 b2PolygonShape::SetAsBox(float, float, b2Vec2 const&, float) [182]
                0.00    0.00     704/10017842     b2Vec2::Set(float, float) [74]
-----------------------------------------------
                                                 <spontaneous>
[183]    0.0    0.00    0.00                 b2DistanceOutput::b2DistanceOutput() [183]
                0.00    0.00    1856/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[184]    0.0    0.00    0.00                 b2SeparationFunction::b2SeparationFunction() [184]
                0.00    0.00    1856/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                0.00    0.00     540/540         b2ContactSolver::InitializeVelocityConstraints() [145]
[185]    0.0    0.00    0.00     540         b2WorldManifold::b2WorldManifold() [185]
                0.00    0.00    1620/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                0.00    0.00       3/137         cs296::base_sim_t::base_sim_t() [126]
                0.00    0.00      42/137         __static_initialization_and_destruction_0(int, int) [191]
                0.00    0.00      92/137         cs296::dominos_t::dominos_t() [128]
[186]    0.0    0.00    0.00     137         b2BodyDef::b2BodyDef() [186]
                0.00    0.00     274/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00     274/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[187]    0.0    0.00    0.00                 b2PolygonShape::SetAsBox(float, float) [187]
                0.00    0.00     320/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00      40/14703094     b2Vec2::SetZero() [102]
-----------------------------------------------
                                                 <spontaneous>
[188]    0.0    0.00    0.00                 b2Mat22::b2Mat22() [188]
                0.00    0.00    1200/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[189]    0.0    0.00    0.00                 b2Body::b2Body(b2BodyDef const*, b2World*) [189]
                0.00    0.00     350/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00     350/14703094     b2Vec2::SetZero() [102]
-----------------------------------------------
                                                 <spontaneous>
[190]    0.0    0.00    0.00                 b2Mat22::Solve(b2Vec2 const&) const [190]
                0.00    0.00     600/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [191]
                0.00    0.00       1/1           __libc_csu_init [41]
[191]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [191]
                0.00    0.00      42/137         b2BodyDef::b2BodyDef() [186]
                0.00    0.00       1/1           cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [229]
                                   1             __static_initialization_and_destruction_0(int, int) [191]
-----------------------------------------------
                                                 <spontaneous>
[192]    0.0    0.00    0.00                 b2Body::CreateFixture(b2Shape const*, float) [192]
                0.00    0.00      80/2000118     b2FixtureDef::b2FixtureDef() [127]
-----------------------------------------------
                                                 <spontaneous>
[193]    0.0    0.00    0.00                 b2PrismaticJoint::b2PrismaticJoint(b2PrismaticJointDef const*) [193]
                0.00    0.00     320/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00      80/14703094     b2Vec2::SetZero() [102]
-----------------------------------------------
                0.00    0.00      40/40          cs296::dominos_t::dominos_t() [128]
[194]    0.0    0.00    0.00      40         b2PrismaticJointDef::b2PrismaticJointDef() [194]
                0.00    0.00      40/10017842     b2Vec2::Set(float, float) [74]
                0.00    0.00     120/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00      80/14703094     b2Vec2::SetZero() [102]
                0.00    0.00      40/40          b2JointDef::b2JointDef() [221]
-----------------------------------------------
                                                 <spontaneous>
[195]    0.0    0.00    0.00                 b2Manifold::b2Manifold() [195]
                0.00    0.00     100/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[196]    0.0    0.00    0.00                 b2ManifoldPoint::b2ManifoldPoint() [196]
                0.00    0.00     100/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                0.00    0.00       2/6           b2Fixture::Destroy(b2BlockAllocator*) [70]
                0.00    0.00       4/6           cs296::dominos_t::dominos_t() [128]
[197]    0.0    0.00    0.00       6         b2CircleShape::~b2CircleShape() [197]
                0.00    0.00       6/4000176     b2Shape::~b2Shape() [104]
-----------------------------------------------
                0.00    0.00       4/8           cs296::dominos_t::dominos_t() [128]
                0.00    0.00       4/8           b2CircleShape::Clone(b2BlockAllocator*) const [199]
[198]    0.0    0.00    0.00       8         b2CircleShape::b2CircleShape() [198]
                0.00    0.00       8/575932669     b2Vec2::b2Vec2() [17]
                0.00    0.00       8/14703094     b2Vec2::SetZero() [102]
                0.00    0.00       8/4000282     b2Shape::b2Shape() [210]
-----------------------------------------------
                                                 <spontaneous>
[199]    0.0    0.00    0.00                 b2CircleShape::Clone(b2BlockAllocator*) const [199]
                0.00    0.00       4/8           b2CircleShape::b2CircleShape() [198]
-----------------------------------------------
                0.00    0.00       1/2           __static_initialization_and_destruction_0(int, int) [42]
                0.00    0.00       1/2           main [26]
[200]    0.0    0.00    0.00       2         cs296::settings_t::settings_t() [200]
                0.00    0.00       2/686024043     b2Vec2::b2Vec2(float, float) [6]
-----------------------------------------------
                                                 <spontaneous>
[201]    0.0    0.00    0.00                 b2World::b2World(b2Vec2 const&) [201]
                0.00    0.00       3/575932669     b2Vec2::b2Vec2() [17]
-----------------------------------------------
                                                 <spontaneous>
[202]    0.0    0.00    0.00                 __static_initialization_and_destruction_0(int, int) [202]
                0.00    0.00       1/686024043     b2Vec2::b2Vec2(float, float) [6]
-----------------------------------------------
                0.00    0.00      84/6400084     cs296::dominos_t::dominos_t() [128]
                0.00    0.00 6400000/6400084     cs296::dominos_t::check() [28]
[209]    0.0    0.00    0.00 6400084         b2Body::GetPosition() const [209]
